,date,tweet
901,15/09/2020,Just checked up on the $AAPL event thing and it seems today there was no iCar or no iPhone 12 announcement 👀 I think the real run here is still to come. Once the new iPhone news comes out ☺️📱
902,16/09/2020,"$AAPL  
 
So if Keys2 is right 10/9 is the iPhone release date then 10/06 is the iPhone presentation date! 
 
👍🏻😆💰🍎😻💰💰💰💰💰"
903,16/09/2020,"$AAPL Bears: “I cant wait until this thing is below $100!”

Me: “I can’t wait until bears drag this thing down so I can buy puts and use that money to buy shares under $100” 😂😂"
904,16/09/2020,"$AAPL unless she drops below 110, riding her back to the 120s and beyond 🚀🚀"
905,16/09/2020,$AAPL Please be da 🍎 of my eye tomorrow and Thursday.... Don’t burn me with des calls or I’m burning yo MFing house down... Got it...
906,16/09/2020,$AAPL took a little bit of this yesterday💁‍♀️
907,16/09/2020,$AAPL the more this drops the more I load October / November calls. Don’t get spooked by the choppy weeklies🥳
908,16/09/2020,$AAPL Just wait until December people 😊
909,16/09/2020,"$AAPL it’s fighting that $113-$114 mark. Still a buy! 🔥 It’s Apple breh, what you scared of?"
910,16/09/2020,$AAPL what in gods name?! That bounce! 🍑
911,16/09/2020,$AAPL good luck bulls.... im out of all positions. Hope 🍎 starts to show some strength.  Ugly right now . Bullish long term
912,16/09/2020,$AAPL $95 gap down 2-3 weeks. Check my history. Greedy bulls will get slaughtered. Way overvalued. Must fall to pre split news pump price before i go long. 🐻📉🗑
913,16/09/2020,$AAPL three words. PUTS WILL PRINT 💰 💰 💰
914,16/09/2020,$AAPL gap down to 110 tomorrow 🙏🏼🤑🔮
915,17/09/2020,$AAPL I guess my lotto call/hedge will be worth 0 tomorrow 😌😌😌
916,17/09/2020,$AAPL bought apple 110 puts and up already 150%. held it for tomorrow 😱
917,17/09/2020,$AAPL futures down 300 points 🤭🤭 open below 110 ??
918,17/09/2020,$AAPL Wait for 95$. Had warned everyone already before. 🤗
919,17/09/2020,$AAPL smh 😂🤣😂🤣😅🤣 buy the dip bulls
920,17/09/2020,$AAPL we’ll there goes my Apple calls 🤬 how much lower can we go ? 🥺😏
921,17/09/2020,$AAPL been saying this for 2 weeks. 110 test. Thanks to all the bulls telling me to sell yesterday lo lololol 🚀 🚀 100.
922,17/09/2020,$AAPL should I buy today or wait......? 🤔🤔🤔 I want it cheaper 🤑.
923,17/09/2020,$AAPL I'll buy in at 19.95 plus shipping and handling 🤣🤣
924,17/09/2020,$AAPL They been pumping 4 a dumping since they announced the split 🤣
925,17/09/2020,$AAPL been saying it all week. Gonna be nothing but pies in the face for bulls now. At least for a few weeks. My puts printing money 💰 💰
926,17/09/2020,"$AAPL - 3/4 signals are lit for short trade, $108.71 is trigger price
✔ Negative price
✔ Below prior session low
✔ Below 8-day MA
❌Below open price"
927,17/09/2020,$AAPL I’m tired of loosing money on this everyday I think I’m out 💃🏻
928,17/09/2020,$AAPL I’ll cover when you start crying 😂
929,17/09/2020,$AAPL it’s gonna go up guys buy the dip! 🤣🤣🤣🤣🤣🤣
930,17/09/2020,$AAPL sleeping giant needs more sleep 😴...below 90 I’ll get in for long term....
931,17/09/2020,"$AAPL flop 💩 products and greedy crook

No upside till election
90 coming soon"
932,17/09/2020,$AAPL under $110 by 9:30 am 👶
933,18/09/2020,$AAPL cant wait to see apple holders 💩💩💩💩 in pants when stock hits 90
934,18/09/2020,$AAPL just dip why u even bothering to give false hopes 🤦🏽‍♂️🤷🏽‍♂️
935,18/09/2020,$AAPL the bulls here never listen 😂same bulls probably have average prices at all time highs too 😂 what goofballs.
936,18/09/2020,$AAPL after split $137 high (straight down) Cook cashed in lots of shares. What does that tell you⤵️
937,18/09/2020,$AAPL down the drain she goes 😂
938,18/09/2020,$AAPL I said it this morning!!! 🤷
939,18/09/2020,"$AAPL Don’t fight the Feds... ??? 
 
Don’t fight the TREND 🦾👍🏼"
940,18/09/2020,$AAPL congrats to all the bulls that bought the dip yesterday 🥴🤣😂 you’re so smart !
941,18/09/2020,$AAPL Do you bulls even know what quad witching hour is? 😂
942,18/09/2020,$AAPL I need this to hit 100$ 🙏🏼 im praying to the SHORT GODs plz bring this down I need a Discount
943,18/09/2020,"$AAPL 🎶 I’m bleeding out, if it’s the last thing that I do...🎶"
944,18/09/2020,$AAPL  delusional bulls and greedy pigs trying to catch a falling knife.. look at RSI. Has much more room to fall 💩
945,18/09/2020,$AAPL make up your mind already ☝️👇?
946,18/09/2020,"$AAPL 
Keep shorting this fuckn pig 🐷😂"
947,18/09/2020,$AAPL Every little pump is heavily dumped 😒
948,18/09/2020,$AAPL garbage! crooked money taking this to $90 folks💩👎🏻
949,18/09/2020,$AAPL currently in no mans land. If it can’t close back above 107... ✌️
950,18/09/2020,$AAPL here comes the fake bid😂
951,18/09/2020,$AAPL p/e is still at 34.09 😬
952,19/09/2020,$AAPL CNBC BREAKING NEWS 🚨: Looking ahead at the markets next week
953,19/09/2020,$AAPL what does the tiktok deal have to do with Apple? ❓❓❓❓
954,19/09/2020,$AAPL done buying till sub $100. I like my avg and position. I’d buy 100 more around $90 and be done with this stock for a long long time. Keep the panic going 😂
955,19/09/2020,$AAPL soooo glad I bought EOD Friday.  Monday is about to fly🚀🚀
956,19/09/2020,$AAPL I’m guessing hedge funds will be selling snow & unity to buy back their 🍏 shares on Monday ;)
957,21/09/2020,$AAPL upgrades starting to come in  but cant say this will be up 🤔
958,21/09/2020,"$AAPL can’t believe another red day ,  market must be kidding at us ; can handle another 💉🩸. But always a bull"
959,21/09/2020,$AAPL Apple is a lost cause 🤦‍♂️
960,21/09/2020,$AAPL if you’re long term  like me then who cares about a drop 🏝
961,21/09/2020,"$AAPL  looking for below $100 and buy some for the long term, good for option put, imo,🔥🔥 🧐👍"
962,21/09/2020,$AAPL but the dip! It won’t be bearish for long!! Going In another 10 at open 😁
963,21/09/2020,$AAPL FED will start music 🎶 at 11 AM 🤔
964,21/09/2020,$AAPL imagine betting against Apple in the past 😂 bears are delusional
965,21/09/2020,$AAPL Smart bears sold on Friday while the rest of the bears are sweating 😂😂
966,21/09/2020,$AAPL 😂 Not a bear in sight posting anymore 😂 😂 😂
967,21/09/2020,$AAPL 95$ tomorrow 🤡 where those clowns at 😂😂
968,21/09/2020,"$AAPL what did bears tell us? Bloodbath? Yea, on them. 😂"
969,21/09/2020,"$AAPL 115 tommorow. Shorts should be nervous, iphone 12 announcement soon 🚀"
970,21/09/2020,"$AAPL stressful couple of days but now I’m the green by $4... only up from here boys, cheers 🔒💰"
971,21/09/2020,"$AAPL Bulls even if this does drop to the $98-$109 area the 🐻 keep spouting off about, I’ll be THRILLED TO LOAD UP, and dance all the way to the bank when it is over $135 again 😉"
972,22/09/2020,$AAPL OMG!!!  The best is up!!!!! 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀😘😘🚀🚀🚀😘😘😘😘😘😘😘💪💪💪💪💪💪💪💪
973,22/09/2020,$AAPL looks like you bears get greedy too. Apple finished down trend last week. This week we begin the ascend back up 🤑
974,22/09/2020,$AAPL Dead cats and all that.... 🐈
975,22/09/2020,$AAPL Apple sales in India is going to be crazy!!!! A mf revenue machine. Then add Apple One subscriptions and bam!!! 💵 💰💰💰💰💰💰💰
976,22/09/2020,$AAPL  23 contracts of which 19 are for April and June. Will continue to add and average in nicely till I reach 30-35 contracts ✅📈 🚀
977,22/09/2020,$AAPL bears puts thinking it will get to $90s is hilarious that would be down over 35% off highs😂😂
978,22/09/2020,"$AAPL WTF, I missed out on the dip for buying option today because I have to work early.
I need it to go back down again, come on.🤬"
979,22/09/2020,"$AAPL last time Jimmy pumped Tesla it went to $2,000+ 🤑🚀"
980,22/09/2020,$AAPL i had weak hands but still glad u sold 75% of my shares. profit is profit..still gad weak hands haha but we are back in game! 😈😈
981,22/09/2020,$AAPL My new Traders... Remember to buy after the Morning Dump... Tip me Later 🎰
982,22/09/2020,$AAPL sitting at 200 shares average price $118.43 🥺 y’all think we may get there today? Last few days have been brutal.
983,22/09/2020,$AAPL lots of room! ADX just woke up💥☝️👌💪
984,22/09/2020,"$AAPL 

Hey bears !

Look , aapl is filling 85 gap 😂😂😂"
985,23/09/2020,"$AAPL  
If you’re long enough you’re all good 👍🏼"
986,23/09/2020,$AAPL I’m not adding at this price but i’ll enjoy the ride up with what I have 🤑🤑🤑
987,23/09/2020,$AAPL lift off come on “fly pelican fly” 🤪🤪🤪
988,23/09/2020,$AAPL I literally keep buying everyday love this 😎 can’t imagine how much profit in ten years
989,23/09/2020,$AAPL OMG!! UBS raises price target to $115 but downgrades AAPL...bunch of freaking jokers!! 😂 I would fire these analyst on the spot.
990,23/09/2020,$AAPL the bears think they have a chance 🤣🤣🤣🤣🤣
991,23/09/2020,$AAPL this is a nice way to play with bears 😂😂 the more puts they get the more $ they can get from y’all
992,23/09/2020,$AAPL Job Report tomorrow. You ready to get raw dogged?? 💰💰💰💰💰💰
993,23/09/2020,$AAPL HAHAHAHAHAHAHAHHAAHHAHA for WEEKS bears have tried to help you Neanderthals. Good luck bulls 😂😂😂😂
994,23/09/2020,$AAPL all signs aligned perfectly. Puts up 350% 🥳
995,23/09/2020,$AAPL I’d this hits my lotto pick of $80 I’ll be one lucky guy 🍀
996,23/09/2020,"$AAPL Buy now and join the bag holders or show some patience and get in at the right price 🤔

Decisions Decisions 😆😆😆"
997,23/09/2020,$AAPL let’s go! Burn to the ground! Put options WILL print tomorrow. 🤑
998,23/09/2020,$AAPL wow! Those $107.50 weekly puts going to PAY tomorrow. 💵 💼
999,23/09/2020,$AAPL down below 100 tomorrow 💯 %
1000,24/09/2020,"$AAPL time to load up on puts, and buy 🍎 core with profits....  no shame in my game. I will let others buy me some more shares"
1001,24/09/2020,$AAPL but Cramer said buy the dip 😝
1002,24/09/2020,"$AAPL Going to dump again today
😆😆😆😆😆"
1003,24/09/2020,"$AAPL B... b...but, I thought it only went up 🥺 . Get fucked!"
1004,24/09/2020,$AAPL big run up today right gentlemen?  🤣🤣
1005,24/09/2020,$AAPL I see $85 coming soon not staying in the 105 range 🤷🏻‍♂️
1006,24/09/2020,$AAPL my crystal ball says it will go to low $90s by end of this week. 😜
1007,24/09/2020,$AAPL Grabbing some new baggies before the 🔪 falls📉
1008,24/09/2020,"$AAPL Sell it today ,tomorrow bloodshed 🩸"
1009,24/09/2020,$AAPL the market makers when someone buys calls 😁
1010,24/09/2020,"$AAPL tomorrow I think it will pull back little bit, no one want to hold over weekend 🥵"
1011,25/09/2020,$AAPL Gonna be a lot of unhappy bears today 😂
1012,25/09/2020,$AAPL If this falls the whole market falls 😐
1013,25/09/2020,$AAPL need to break 110 then it’s ✅
1014,25/09/2020,"$AAPL fake or real hmmm

Leaning 🤞"
1015,25/09/2020,$AAPL where’s the under 100$ folks stoopid we on go 💸
1016,25/09/2020,$AAPL buy now or cry later🐻🥊
1017,25/09/2020,$AAPL today is Apple 🍎 day only
1018,25/09/2020,"$AAPL 

Continuous call sweepers coming in for Apple 🍎"
1019,25/09/2020,$AAPL some of them bears are going to have to slap their mama after this day 🤣😂
1020,25/09/2020,$AAPL I’ve never seen so many bad traders it’s literally comedy watching people say this a bad stock 😂
1021,27/09/2020,"$AAPL Green or Red who cares, End of the day come on it’s🍎, not a penny stock to worry about my investment"
1022,28/09/2020,$AAPL honestly i cannot wait for the new iphone because 1) i invested in aapl 2) im thinking of getting a new phone 🤣
1023,28/09/2020,$AAPL  China is a very calculating country I doubt they will affect Apple .. ♾🐉 it’s a mutual relationship .. if China will hurt the United States  they would be smarter about it tik tok I don’t think people understand the validity of the situation..
1024,28/09/2020,$AAPL 😂 at the bears calling for a gap down today
1025,28/09/2020,"$AAPL  ❤️🍎    
    
Guys no bears 🐻 on here!  They are covering their shorts & trying to sell their Puts premarket!!!  😹😹😹  
  
$120 close!!!   💰💰💰  
  
yeah we back!  👍🏻💰😹❤️🍏😻🙏🏻🚀"
1026,28/09/2020,$AAPL trimmed more profits this morning and kept my core position ✌🏼
1027,28/09/2020,$AAPL haha my calls are about to turn red for the day🖕
1028,28/09/2020,$AAPL Anyone watching that 50-day EMA? 😁
1029,28/09/2020,"$AAPL For everyone that missed the bus on $2.40 SUNWORKS alert today, don't sleep on tomorrows run tonighttt  🎉 🎉:"
1030,29/09/2020,$AAPL Corona has killed 1 million. People need to buy more apple products and stay home with their gadgets now more than ever. 🍏
1031,29/09/2020,$AAPL lol I love these moronic 🐻s.
1032,29/09/2020,$AAPL My calls looking good too 😉😉😈
1033,29/09/2020,$AAPL just release the iPhone event date guys - i can’t wait any longer 🤣
1034,30/09/2020,$AAPL someone wake Biden up...or not. 🤣
1035,30/09/2020,$AAPL when retailers try to sell tomorrow but the funds beat em to it 🤡
1036,30/09/2020,$AAPL    We’re on the downtown express 🚊 thru the 50 day ...then $93 and then... $84 🤮
1037,30/09/2020,$AAPL bears that shorted at open 🤡
1038,30/09/2020,$AAPL stop it! 🛑 come back to 103s! 😏🐻😂
1039,30/09/2020,"$AAPL I think I’m losing my mind. This will
Fall massively this week🤯"
1040,30/09/2020,$AAPL I need this to pop so I can grab the new iPhone 😍
1041,1/10/20,$AAPL It's October 🎉 Anything under 120 is a gift as we gear up for the massive iphone release and earnings run 🚀
1042,1/10/20,$AAPL Moving up like a champ💪💪
1043,1/10/20,$AAPL About to break 118$ 🤑
1044,1/10/20,$AAPL but but but it’s gotta fill the gap in the 90s 🤦🏻‍♂️🤣
1045,1/10/20,"$AAPL UPCOMING CATALYSTS

✅ iPhone 12
✅ Quarterly Earnings
✅ India Revenue!
✅ Dividend soon"
1046,1/10/20,$AAPL bullish momentum still going- looking like a falling wedge forming- Pt- $118-120📈
1047,2/10/20,$AAPL so is trump Rona priced in already? 🤣
1048,2/10/20,$AAPL Now we may actually get that gap filled in the $90s and then 🚀
1049,2/10/20,"$AAPL stimulus might actually go threw!!! 
Put your money into AAPL because it’s going to be an electric circuit breaker day for wall street 🤷🏼‍♂️"
1050,2/10/20,$AAPL trump is healthy n happy .. using Twitter actively 🤞 bears be aware it
1051,2/10/20,$AAPL i see a big rise up in the horizon 👏🚀🚀
1052,2/10/20,$AAPL is this all you got 🐻
1053,2/10/20,"$AAPL just checking in, how many $80 expert PT predictions did I miss this morning?? 🤡🤡🤡🤡🤡🤡🤡"
1054,2/10/20,"$AAPL if  Ivanka and Jared were negative, but Hope was positive, and now trump is positive, maybe Hope was doing her job like Monica Louinsky 🥴"
1055,2/10/20,$AAPL gap up eod then next week🚀🚀🚀
1056,2/10/20,$AAPL some huge flow into Sept 2022 $140 strike 👀
1057,2/10/20,"$AAPL ⤵️⤵️⤵️ blood bath Monday!!!! Trump hospitalized , not good for market or 🍎"
1058,4/10/20,$AAPL 88% of Monday’s since April 1st have been green 👀
1059,4/10/20,$AAPL will be at $120 before earnings— we got $120 calls 11/20 exp to ride the wave 🏄‍♀️
1060,4/10/20,"$AAPL We are in for a bumpy ride but as long as Nancy Pelosi and her husband still buying AAPL shares, I will too 😂"
1061,4/10/20,"$AAPL       ❤️🍏  
  
Loser bears ❤️ CNN = broke!! 😱  
  
🍏 = $120  Monday close! 🚀"
1062,5/10/20,$AAPL Bears be like... tomorrow morning...😜😫😳
1063,5/10/20,"$AAPL I guess no more discounts for me 😂😅 
you guys said 85 didn't you? already was ready to put tons of money at this price"
1064,5/10/20,$AAPL Nice U cup forming could see it $125 by December 👀👀👀👀
1065,5/10/20,$AAPL Trump leaving the hospital. Hello green day tomorrow 🎉
1066,5/10/20,$AAPL Hell of a day bulls 👏 👏
1067,5/10/20,$AAPL fasten your seatbelt. It’s about to shoot up to $125 eow 🪐
1068,6/10/20,$AAPL IPhone release next week and y’all really playing puts? 🤡 and don’t even saying priced in clowns
1069,6/10/20,$AAPL time to release the KEYNOTE ...😆
1070,6/10/20,$AAPL Stimulus Package this Week Just in time for iphone 12 5G Pro Max 512GB 🚀🚀🚀🚀🚀
1071,6/10/20,$AAPL Apple announced speed event oct 13 I wonder what that’s for 😏
1072,6/10/20,$AAPL Green by end of day?   💖
1073,6/10/20,"$AAPL better scoop some shares up at these prices before next week, this will probably be the last time you’ll see the 113s-114s 🤠"
1074,6/10/20,$AAPL trump is gone regret his decision when biden wins😖
1075,6/10/20,$AAPL One way it is better. After sometime later market will NOT react for his bullshit!!🤣🤣
1076,6/10/20,$AAPL Eddie Van Halen passed  today.😧
1077,6/10/20,$AAPL Apple will need to break up the company. Perhaps name the other half Mango inc. 🥭
1078,6/10/20,"$AAPL Like Trump would ever approve a bill that gives 1200 stimulus checks to illegals.
😆😆😆😆😆"
1079,8/10/20,"$AAPL $117 is confirmed for tomorrow, $120 by Friday 🤯🤯🤝🤝"
1080,8/10/20,"$AAPL I need, I want and I deserve $140 by the end of year 🚀✈️🚀✈️🚀✈️🚀🍾"
1081,8/10/20,$AAPL  what are y’all expecting at the event.  I can see Air tags HomePod & home pod mini  😎🤷🏼‍♂️
1082,8/10/20,"$AAPL One 🍏 a day is good for your health.

Persona"
1083,8/10/20,"$AAPL IV on the come up, as price goes down my premiums are going up 🤷🏻‍♂️ works for me"
1084,8/10/20,$AAPL no reason for this weakness. Market is up nicely and refuses to hear good news and rise with it. 🙄
1085,8/10/20,$AAPL lmao I can’t wait till earning come out 🤣
1086,8/10/20,$AAPL 2 hour long power hour 😳🆙⬆️
1087,8/10/20,$AAPL My call option expires next week and it’s not even breaking the 115 hurdle yet 🤦‍♂️
1088,9/10/20,"$AAPL  come on why won’t you go down, need these puts to print! Apple blasting so hard right now 😭"
1089,9/10/20,$AAPL iPhone 12 📱 will be stunning!🤩
1090,10/10/20,$AAPL CONGRATS 🎉 LONG OVER DUE !!! 👍🏻👍🏻👍🏻👍🏻👍🏻 HOOKAHS DRINKS AND  STEAK 🥩 TONIGHT 😅
1091,11/10/20,$AAPL will be the first to have hologram face call 🤗
1092,11/10/20,"$AAPL Buy the rumor, sell the news. Looking for a price target of 120 and then I'm out before the event starts. GLTA 🙏🏼"
1093,12/10/20,"$AAPL 

I wanna see 125$ at open into a strong Rally into Earning!🚀🚀🚀🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🚀🚀"
1094,12/10/20,$AAPL Nearly 120 pre market! What price by the end of day? 💖
1095,12/10/20,$AAPL I have calls going into 2022. i need all these consumers in India to flex and buy iphones. Get to 300 per share by March 2021 😭
1096,12/10/20,$AAPL who's making money on apple today and using those profits for the new iPhone ? 😂🤑
1097,12/10/20,"$AAPL
No reason to sell right now 
$125 tomorrow easy during the event 🚀"
1098,12/10/20,$AAPL I’m a bag holder at $130 however I been selling covered calls on it since it was at $104 . Can’t imagine all the guys that panic sold on this beautiful company 👀💰
1099,12/10/20,$AAPL who is holding till after the event tomorrow? Or are you selling before🤔
1100,12/10/20,$AAPL bulls relax everyone and their mother knew today was gonna be 🔥
1101,12/10/20,$AAPL all these weak investors sold at $120 thinking they made “profit” 🤣🤣🤣🤣😁
1102,12/10/20,$AAPL 😱 OMG ..  so strong that I can’t believe.. go go go
1103,12/10/20,"$AAPL forget about today, give me 130+ tomorrow 🍏🍏🍏"
1104,12/10/20,$AAPL Funny how shorts were talking 80’s. We talking about 🍎 here.
1105,12/10/20,"$AAPL $140 c 10/16 starting to print, cheapies too. Don’t miss out 🚀"
1106,12/10/20,$AAPL I’m not selling shit!!!!!!! At least not until tomorrow before 4pm 🧐🤑🤑🤑
1107,12/10/20,$AAPL Anyone here for the long? Hoping this Makes my Long June call SKYROCKET📈
1108,12/10/20,"$AAPL okay okay lets hear em, what’s your P/L for the day? 😉"
1109,12/10/20,"$AAPL this was a good run today, lets keep it going 💪"
1110,13/10/2020,$AAPL u can short on Thursday bears . Let bulls finish eating 🍽...lol
1111,13/10/2020,$AAPL will sell at $500 a share 💰💰💰
1112,13/10/2020,"$AAPL Tomorrow will be Bullish AF, can’t wait to see what Apple has in store for us , and see how high this will climb. 🚀📈🚀😊🚀📈"
1113,13/10/2020,$AAPL Good morning Bulls! Today is gonna be a good day 💵 💰
1114,13/10/2020,$AAPL  I just raised the PT today! $150.5 😂
1115,13/10/2020,$AAPL 150$ until the next Monday 🚀🚀
1116,13/10/2020,$AAPL hating bears will be blocked ⚠️
1117,13/10/2020,$AAPL to the people saying this will dump during the event... last event only dumped because they did not showcase the iphone 12 this event is all about iPhone 📈🔥
1118,13/10/2020,$AAPL opportunity 2 load it up 🚀🍏🚀🍏🚀🍏
1119,13/10/2020,$AAPL Nice try with the stop loss raid! 💎🤲
1120,13/10/2020,$AAPL 😂😂😂😂😂😂😂$115? Where ???💀💀try again
1121,13/10/2020,$AAPL thanks bears for giving me huge profits on my short initiated last night 😂 sold it and now going back to my bull strategy and migt trade sides for event but in the long run I am very bullish on Apple!
1122,13/10/2020,$AAPL All price in! Time for some Apple Action🔥🔥🔥🔥🚀
1123,13/10/2020,$AAPL if your selling this before the event your a clown 🤡
1124,13/10/2020,$AAPL 1 Hour Till The📱Event!!...
1125,13/10/2020,$AAPL  buying that home pod mini for Christmas!!!! 🤑💰
1126,13/10/2020,"$AAPL Super Retina, lol, what’s after super, ultra? 😜"
1127,13/10/2020,$AAPL daddy’s getting a new trading phone. 5G!!!! 🍏🍏🍏🍏🍏
1128,13/10/2020,$AAPL closing green .. patience here 😴😴
1129,13/10/2020,$AAPL WOW WOW WOW. DO not bet against 🍎
1130,13/10/2020,"$AAPL short squeeze time!!!!
Let's go!!!🚀🚀🚀"
1131,13/10/2020,$AAPL I will still buy that badass mini HomePod 🔥
1132,13/10/2020,$AAPL new bear thesis = no charger or headphones while bulls already have 12 of them.  🤣
1133,13/10/2020,$AAPL how many people come and talk in a event ?? 🤦‍♂️🤦‍♂️🤦‍♂️🤬🤬🤬
1134,13/10/2020,$AAPL My brother owns Apple! So I am really enjoying today! 🤣😂🤣
1135,14/10/2020,$AAPL Really hate when I step on an iphone on my own front sidewalk 😣
1136,14/10/2020,"$AAPL when your own CFO sells their shares in the company after news, you know you should have also 😂"
1137,14/10/2020,$AAPL sold $125 🙌🙌🙌🙌 drop  to. $110-115
1138,14/10/2020,$AAPL MORE DIPS PLEASE.     MAKE UP 💰 FOR YESTERDAYS BULLSHIT
1139,14/10/2020,$AAPL seems to want to go red .. 🤔🤔 let’s c if that 120 holds
1140,14/10/2020,$AAPL 119 😈. Nose dive here we come !!!!
1141,14/10/2020,"$AAPL so glad I didn’t jump back in too soon, waiting for the teens👍"
1142,14/10/2020,"$AAPL Rip AH for me how I like it
🤣🤑😂🤑😂🤑"
1143,14/10/2020,"$AAPL To persevere to the mountain top takes a rocky climb. Stay Long, strong and be happy 😃 DCA while trending up or down is a safe retirement plan. Since 1986 entry point, bears have been taunting the bull and getting the horns."
1144,15/10/2020,$AAPL $200 by Jan 2022? 🤔 I think so.
1145,15/10/2020,"$AAPL 

Now i own AAPL also because fillame. Cant wait for AAPL to rally and see this guy go bunkers 😂"
1146,15/10/2020,$AAPL what’s the bad news today? 🤔
1147,15/10/2020,$AAPL great pullback😂😂😂 wake me next week
1148,15/10/2020,$AAPL think the market should recover some from here.. got in premarket at 117 for a day trade.. looking for 120+ let’s ride 🏄🏼‍♂️
1149,15/10/2020,$AAPL add TLC !!! With volume can run hard!!🚀🚀🚀
1150,15/10/2020,$AAPL the new iPhone 12 is 🔥
1151,15/10/2020,$AAPL all the way up best company 😍❤️
1152,15/10/2020,$AAPL pre order news tomorrow morning gonna ruuunnn 🚀🚀🚀🚀
1153,15/10/2020,$AAPL I make Bulls soil their pants. I am The Great Ryuk. 🍎
1154,16/10/2020,"$AAPL all over the world, And you guys think it’s cause too many are being ordered??? 😂🤦‍♂️"
1155,16/10/2020,"$AAPL im glad i sold my position in the positive today😅 This thing has been selling on the news all week, its like if Apple were to just stfu 🤐 this would go up📈 fukkk u Apple 🤣🤣🤣"
1156,16/10/2020,$AAPL half an hour of a buy wave 🤦‍♂️ looking more and more like a technical reset for today’s dump.
1157,16/10/2020,$AAPL When’s IPhone 13 being released?  Stock could really use a catalyst. 😎
1158,16/10/2020,"$AAPL considering market was doing opposite of what I have been doing, I will tank because I bought calls 😡"
1159,17/10/2020,"$AAPL I’m home bored that’s why I’m posting. Family sleeping, I don’t drink. Sorry. Just facts. 🤙"
1160,17/10/2020,$AAPL today was pure magic. No offense to the bulls but I can't wait for Monday drop. Sorry! Maybe it might spike before the 29th but next week 🤔 😬 should have a beautiful dip!
1161,18/10/2020,$AAPL i have no positions but i see alot of bulltards crying tommorow 🤓 i am srry for your loss.
1162,19/10/2020,"$AAPL 3 math nerds from MIT thinks 🍎 would eventually lose its momentum.

More users are switching to Samsung made in Korea than Apple Made in China."
1163,19/10/2020,$AAPL hedge Long stocks with put contracts and then sell the premium to buy more😊
1164,19/10/2020,$AAPL bla bla bla phones selling out lol 🤪
1165,19/10/2020,$AAPL hmm if we retest the 200sma and fail i might take a short position here 🧐
1166,19/10/2020,$AAPL down 3 dollars  and pops .70 cents 😂 no one buying the dip anymore lol
1167,19/10/2020,$AAPL wait til Biden gets in ⤵️u think today is bad? Just wait
1168,19/10/2020,$AAPL futures ripping guys ... you know what that means! 😂
1169,20/10/2020,$AAPL I’m glad most of u bullish. My puts boutta be printing money 🤑
1170,20/10/2020,"$AAPL getting scalped, once exit opportunity diminishes... selloff 🤷‍♂️"
1171,20/10/2020,"Sold my $AAPL calls

Lets see next steps 🥳"
1172,21/10/2020,$AAPL 👀 for cheap shares this morning
1173,21/10/2020,"Another $AAPL bingo for OP
Lifers there 🤑🤳🏼"
1174,22/10/2020,$AAPL blood bath in the am....smh😒
1175,23/10/2020,$AAPL  what about your charger? lol 🤣🤣🤣😂😂😂😂😂😂
1176,23/10/2020,"$AAPL the “new” iphone 4, I mean Iphone 12 is not as good as expected. itrash 🗑"
1177,23/10/2020,$AAPL who else got out the 13 ? 🙋‍♂️
1178,23/10/2020,$AAPL this is the top in apple. Phone prices dropped for new phones and still no Body wants to buy them. They don’t need them... apple will sink to below 90 per share 📉📉📉
1179,25/10/2020,$AAPL if it means my shares print 🤷🏻‍♂️
1180,26/10/2020,$AAPL selling puts @ 108 here. Feelin good that ballin get bands stop at 108.29 😂I should be good. Any PT after earnings?
1181,26/10/2020,$AAPL Cramer said buy after earnings ... boy are we going to beat 😂
1182,26/10/2020,$AAPL I want to see 130 Friday 😁
1183,26/10/2020,$AAPL Bought the dip! Was able to buy more at $113.26. I am a happy happy camper! I am prepare to add later if it drops. I will be congratulating myself for being a long term investor. 🎉🌬😎
1184,26/10/2020,$AAPL Tim Apple 🍎  insider purchase 20 million shares
1185,26/10/2020,$AAPL cmon lets see green for atleast 2 minutes 😑😂
1186,27/10/2020,$AAPL I had a put but don’t fight the trend 🤷🏻‍♂️ bought a call let’s profit
1187,28/10/2020,$AAPL omg 😳 where is my 120
1188,28/10/2020,"$AAPL Loaded the truck 🚛, this’ll be 200+ by 2022. I’m still young, I’m holding this bag for the next 25 years or more 💯🍏"
1189,28/10/2020,$AAPL bought 10k $122.50 calls for 15 jan 21 lets print some 💵
1190,28/10/2020,$AAPL will apple save the broader markets tomorrow? 🤔🤞🏻
1191,28/10/2020,$AAPL sales around the world for iPhone 12🚀🚀🚀🚀🚀
1192,28/10/2020,$AAPL love Apple 🍏 but I’m going short this time
1193,28/10/2020,$AAPL fill that gap at 95👀
1194,29/10/2020,$AAPL 100 shares 124.65 i give up now 😭😭😭
1195,29/10/2020,$AAPL going sub 100 post ER? 😱😱😱
1196,29/10/2020,$AAPL this is gonna dump so hard 🤦🏽‍♂️ my calls have been murdered
1197,29/10/2020,$AAPL this can't be the pump 😒 pump it some more so I can get puts at a cheaper cost. Plz...
1198,29/10/2020,"$AAPL Too many Bull 🤡, PUTs it is"
1199,29/10/2020,$AAPL good wins today now PUTS! 🚨 good warning always show negative results for share price for some odd reason
1200,29/10/2020,$AAPL Gonna be such a big rug pull at earnings cant wait 🤣🤣
